# Post-processed data from Mosleh et al. 2020.
# Galaxies are selected in this file from the paper,
# with "Method 1" being preferred over "Method 2".
# Only galaxies with reliable efforts for either of
# those have been inclued, with around a 15%
# drop rate. These columns correspond to z, 10**logM*, 
# rM{I,II}, e_rM{I,II}, and a separate column provided
# to tell us if the galaxies were star forming or not.
# Data postprocessing by Josh Borrow on 20 Jan 2021.
# Column [],Redshift [],Stellar Mass [Solar_Mass],Half-Mass Radius [kpc],Half-Mass Radius Error [kpc],Star Forming []
4235,0.83,7079457843.841373,1.689,0.046,1
4236,0.73,22387211385.683376,2.312,0.044,1
4237,1.05,10471285480.508986,2.771,0.049,1
4238,1.22,33884415613.920204,13.226,0.76,1
4239,0.65,9772372209.558111,3.204,0.059,1
4240,0.65,41686938347.03346,2.413,0.042,0
4241,1.28,22387211385.683376,2.712,0.062,1
4242,0.68,8709635899.560797,1.569,0.042,1
4243,0.92,35481338923.357605,1.789,0.047,1
4244,0.52,8912509381.33744,1.16,0.037,1
4245,0.98,8128305161.640995,1.053,0.053,1
4246,0.64,41686938347.03346,9.215,0.567,1
4247,0.73,9120108393.559114,0.567,0.044,0
4248,0.79,50118723362.72715,1.526,0.045,1
4249,0.8,11748975549.395304,1.803,0.045,1
4250,1.02,37153522909.71728,0.821,0.048,0
4251,1.1,24547089156.850334,2.993,0.049,1
4252,0.63,33113112148.259075,1.436,0.041,0
4253,1.04,16982436524.61746,1.31,0.049,1
4254,0.33,10232929922.807537,1.141,0.029,1
4255,0.56,10232929922.807537,2.641,0.039,1
4256,0.31,8709635899.560797,2.407,0.027,1
4257,1.05,15488166189.124796,1.653,0.049,1
4258,0.49,14791083881.682072,1.196,0.036,1
4259,0.83,21877616239.495518,1.643,0.046,1
4260,0.87,8511380382.023759,1.389,0.046,1
4261,0.69,9332543007.969925,0.896,0.043,0
4262,1.23,7762471166.286927,1.995,0.875,1
4263,0.99,6760829753.919819,3.598,0.158,1
4264,1.03,35481338923.357605,3.679,0.048,1
4265,0.77,22908676527.6777,2.447,0.044,0
4266,1.18,6760829753.919819,1.142,0.05,1
4267,0.59,9332543007.969925,2.35,0.04,1
4268,0.55,50118723362.72715,6.852,0.091,1
4269,0.57,6456542290.346562,2.977,0.055,1
4270,0.8,7413102413.009162,1.352,0.045,1
4271,0.63,95499258602.14369,3.94,0.041,0
4272,0.59,14125375446.227554,1.195,0.04,1
4273,0.66,11748975549.395304,1.424,0.042,1
4274,0.61,25118864315.09582,0.566,0.04,1
4275,0.94,61659500186.148094,1.704,0.047,1
4276,0.9,60255958607.435684,4.35,0.068,1
4277,0.92,9332543007.969925,8.049,0.88,1
4278,1.25,67608297539.19819,2.153,0.05,1
4279,0.76,41686938347.03346,1.638,0.044,0
4280,0.35,23442288153.19918,0.771,0.03,0
4281,0.88,8709635899.560797,1.534,0.046,1
4282,0.34,16982436524.61746,0.611,0.029,1
4283,0.86,8317637711.026709,1.108,0.046,1
4284,0.65,7762471166.286927,1.123,0.042,0
4285,0.65,33884415613.920204,1.29,0.042,0
4286,0.87,27542287033.381634,1.389,0.046,1
4287,0.9,10715193052.376049,1.684,0.047,1
4288,0.68,15848931924.611109,0.636,0.042,0
4289,0.62,11481536214.968842,0.57,0.041,0
4290,1.22,46773514128.71981,2.246,0.05,1
4291,0.67,10471285480.508986,1.096,0.042,0
4292,0.67,32359365692.96281,0.379,0.042,0
4293,0.76,40738027780.41122,1.992,0.044,0
4294,0.65,19952623149.688828,0.874,0.042,0
4295,0.67,7244359600.749891,2.276,0.042,1
4296,1.17,12589254117.941662,1.488,0.05,1
4297,1.18,18197008586.099827,0.795,0.05,1
4298,1.21,144543977074.5928,0.947,0.05,1
4299,1.06,57543993733.71567,0.731,0.049,1
4300,1.03,14454397707.45928,0.436,0.048,0
4301,0.62,10471285480.508986,1.059,0.041,1
4302,1.04,85113803820.2376,2.086,0.049,1
4303,0.85,12302687708.123812,1.655,0.046,1
4304,1.27,19054607179.632442,3.161,0.05,1
4305,0.61,91201083935.59116,3.6,0.04,1
4306,1.23,6456542290.346562,2.199,0.05,1
4307,1.08,79432823472.42822,1.516,0.049,1
4308,0.92,74131024130.09161,2.777,0.05,0
4309,0.68,57543993733.71567,1.102,0.042,0
4310,0.97,9120108393.559114,0.716,0.048,1
4311,0.97,67608297539.19819,0.764,0.048,0
4312,0.92,26302679918.953815,1.789,0.047,1
4313,1.27,29512092266.663902,1.254,0.05,1
4314,0.64,72443596007.49892,2.686,0.041,1
4315,0.63,12589254117.941662,2.709,0.041,1
4316,0.64,7585775750.291851,0.868,0.041,0
4317,0.65,75857757502.91852,1.415,0.042,0
4318,0.68,20417379446.695316,0.721,0.042,0
4319,0.92,7079457843.841373,1.506,0.047,1
4320,0.65,57543993733.71567,1.872,0.042,0
4321,0.64,158489319246.11108,3.678,0.041,0
4322,0.64,19498445997.580414,5.909,0.149,1
4323,0.79,63095734448.019424,1.391,0.045,1
4324,1.15,26302679918.953815,0.594,0.049,0
4325,0.55,32359365692.96281,2.079,0.038,1
4326,0.92,13489628825.916561,4.519,0.07,1
4327,1.02,15848931924.611109,2.077,0.131,1
4328,0.64,74131024130.09161,2.48,0.041,0
4329,0.65,36307805477.01018,0.999,0.042,0
4330,0.78,75857757502.91852,3.664,0.045,1
4331,0.66,52480746024.97734,2.261,0.042,1
4332,0.34,8912509381.33744,2.037,0.029,1
4333,0.59,43651583224.016655,1.155,0.04,0
4334,0.67,31622776601.683792,1.011,0.042,1
4335,1.24,7244359600.749891,2.401,0.053,1
4336,0.97,6606934480.075964,6.73,0.183,1
4337,1.0,38018939632.05613,3.077,0.048,1
4338,0.74,36307805477.01018,1.666,0.044,1
4339,0.93,12882495516.931322,0.897,0.047,0
4340,0.63,16218100973.58933,0.985,0.041,0
4341,0.91,9549925860.214369,1.22,0.047,1
4342,0.64,109647819614.31828,6.157,0.041,0
4343,1.17,15135612484.362072,3.175,0.053,1
4344,0.34,28183829312.644493,2.183,0.029,1
4345,0.76,131825673855.64047,8.323,0.117,0
4346,0.62,10232929922.807537,0.489,0.041,1
4347,0.65,32359365692.96281,0.957,0.042,0
4348,0.88,14791083881.682072,7.017,0.272,1
4349,0.66,7244359600.749891,1.549,0.042,1
4350,1.01,7413102413.009162,1.687,0.048,1
4351,0.68,9120108393.559114,2.163,0.042,0
4352,1.29,97723722095.58112,0.754,0.05,0
4353,0.68,15848931924.611109,1.06,0.042,1
4354,0.78,8128305161.640995,2.1,0.045,1
4355,0.65,52480746024.97734,1.831,0.042,0
4356,0.69,30902954325.13592,0.896,0.043,0
4357,0.89,8511380382.023759,1.026,0.047,0
4358,0.83,26915348039.26914,0.502,0.046,0
4359,0.91,8317637711.026709,1.971,0.047,1
4360,0.98,19498445997.580414,2.632,0.048,1
4361,0.51,36307805477.01018,8.43,0.064,1
4362,1.02,6456542290.346562,1.642,0.048,1
4363,0.96,16982436524.61746,2.761,0.224,1
4364,0.65,123026877081.23811,2.954,0.042,0
4365,1.03,18197008586.099827,2.324,0.048,1
4366,0.91,7585775750.291851,1.689,0.047,1
4367,0.89,85113803820.2376,1.865,0.047,1
4368,0.92,10471285480.508986,1.6,0.047,1
4369,0.58,30199517204.02019,0.909,0.04,0
4370,0.75,128824955169.31323,2.82,0.044,0
4371,1.27,43651583224.016655,1.957,0.05,1
4372,0.66,7762471166.286927,0.67,0.042,0
4373,1.12,9332543007.969925,5.358,0.613,1
4374,0.92,295120922666.639,10.92,0.047,0
4375,0.65,30902954325.13592,1.207,0.042,0
4376,0.64,85113803820.2376,6.901,0.083,1
4377,1.11,26915348039.26914,0.639,0.049,0
4378,0.64,17782794100.38923,0.868,0.041,0
4379,0.88,21877616239.495518,0.79,0.046,0
4380,0.98,39810717055.34969,3.972,0.071,1
4381,1.1,9332543007.969925,2.208,0.166,0
4382,0.62,18620871366.628654,1.059,0.041,0
4383,0.65,6456542290.346562,3.079,0.043,1
4384,0.57,38018939632.05613,1.685,0.039,0
4385,1.15,19054607179.632442,0.692,0.049,0
4386,0.56,17782794100.38923,3.573,0.07,1
4387,0.92,27542287033.381634,1.694,0.047,1
4388,1.08,19952623149.688828,0.831,0.049,0
4389,1.08,13182567385.564047,1.467,0.049,1
4390,1.05,15848931924.611109,2.674,0.049,1
4391,0.82,31622776601.683792,0.818,0.045,0
4392,0.69,22387211385.683376,2.986,0.045,1
4393,0.65,67608297539.19819,2.08,0.042,1
4394,1.22,104712854805.08984,1.897,0.05,1
4395,0.86,12589254117.941662,0.508,0.046,1
4396,0.65,38904514499.42805,0.915,0.042,0
4397,1.06,10000000000.0,1.12,0.049,0
4398,0.98,10471285480.508986,0.766,0.048,0
4399,0.56,23988329190.194946,1.554,0.039,0
4400,1.09,48977881936.84457,0.441,0.049,0
4401,0.56,9120108393.559114,3.107,0.039,1
4402,0.47,8128305161.640995,1.524,0.035,1
4403,0.8,41686938347.03346,0.992,0.045,1
4404,0.59,8709635899.560797,2.111,0.04,1
4405,0.59,109647819614.31828,2.907,0.04,1
4406,0.67,7244359600.749891,5.261,1.069,1
4407,0.65,11748975549.395304,1.123,0.042,0
4408,0.67,11481536214.968842,0.674,0.042,1
4409,1.18,10471285480.508986,3.924,0.127,1
4410,0.65,19054607179.632442,0.79,0.042,0
4411,1.11,28840315031.266117,1.376,0.049,1
4412,0.56,7079457843.841373,2.486,0.039,1
4413,1.12,8128305161.640995,4.53,0.123,1
4414,0.97,17378008287.493763,3.914,0.056,1
4415,1.3,29512092266.663902,0.402,0.05,1
4416,1.15,13803842646.028866,2.622,0.049,1
4417,0.85,12589254117.941662,3.909,0.411,1
4418,1.13,9120108393.559114,3.6,0.215,1
4419,0.92,114815362149.6884,4.472,0.047,1
4420,0.91,7413102413.009162,0.188,0.047,1
4421,0.61,10471285480.508986,4.894,0.04,1
4422,0.95,16982436524.61746,3.038,0.047,1
4423,0.47,38904514499.42805,1.559,0.035,0
4424,0.66,6760829753.919819,7.998,0.212,1
4425,0.58,13803842646.028866,0.988,0.04,1
4426,1.01,30199517204.02019,1.253,0.048,1
4427,1.29,23988329190.194946,4.914,0.303,1
4428,1.11,14454397707.45928,1.819,0.049,1
4429,1.09,30199517204.02019,1.274,0.049,1
4430,0.84,28840315031.266117,5.36,0.055,1
4431,0.97,54954087385.76248,0.811,0.048,1
4432,1.27,66069344800.75964,3.512,0.061,1
4433,0.93,14454397707.45928,1.227,0.047,1
4434,0.58,18620871366.628654,3.358,0.04,1
4435,0.8,43651583224.016655,2.75,0.045,1
4436,0.58,10000000000.0,0.356,0.04,0
4437,1.28,28183829312.644493,2.511,0.05,1
4438,1.1,19498445997.580414,3.042,0.049,1
4439,1.1,36307805477.01018,1.57,0.049,0
4440,0.46,13182567385.564047,0.595,0.035,1
4441,1.26,28183829312.644493,0.551,0.05,0
4442,0.77,13803842646.028866,2.625,0.044,1
4443,0.69,79432823472.42822,2.645,0.043,0
4444,0.64,17378008287.493763,1.322,0.041,1
4445,0.6,12302687708.123812,0.763,0.04,0
4446,0.94,30199517204.02019,2.604,0.047,1
4447,0.79,42657951880.15934,2.289,0.045,1
4448,1.26,46773514128.71981,2.807,0.057,1
4449,1.09,7762471166.286927,3.87,0.092,1
4450,1.18,38018939632.05613,1.639,0.089,0
4451,0.81,7244359600.749891,2.173,0.045,1
4452,0.83,45708818961.48752,1.187,0.046,1
4453,1.13,6606934480.075964,4.061,0.122,1
4454,1.26,30902954325.13592,3.509,0.062,1
4455,0.68,28840315031.266117,1.145,0.042,1
4456,1.1,7413102413.009162,1.227,0.049,1
4457,0.96,26915348039.26914,0.476,0.048,1
4458,0.75,16982436524.61746,0.441,0.044,1
4459,1.05,102329299228.07536,0.972,0.049,1
4460,0.83,7079457843.841373,5.339,0.137,1
4461,1.25,24547089156.850334,4.557,0.172,1
4462,1.2,8709635899.560797,2.241,0.05,1
4463,0.94,117489755493.95303,1.657,0.047,0
4464,0.94,72443596007.49892,4.545,0.047,1
4465,0.94,6760829753.919819,1.373,0.047,1
4466,0.34,67608297539.19819,2.008,0.029,1
4467,0.6,24547089156.850334,0.602,0.04,0
4468,1.26,69183097091.89363,0.652,0.05,0
4469,0.83,8128305161.640995,1.095,0.046,0
4470,1.1,12882495516.931322,6.772,0.249,1
4471,0.53,7762471166.286927,0.605,0.038,0
4472,0.93,15848931924.611109,1.605,0.047,0
4473,0.93,23988329190.194946,1.463,0.047,0
4474,0.3,14454397707.45928,2.621,0.027,1
4475,1.24,9332543007.969925,2.251,0.05,1
4476,0.65,29512092266.663902,0.874,0.042,0
4477,1.1,7762471166.286927,1.619,0.049,1
4478,1.22,19952623149.688828,0.948,0.05,0
4479,0.62,36307805477.01018,1.182,0.041,0
4480,0.92,6760829753.919819,2.965,0.053,1
4481,0.33,53703179637.02533,1.855,0.029,0
4482,0.56,8317637711.026709,1.476,0.039,1
4483,0.87,12022644346.174131,0.648,0.046,1
4484,1.0,21877616239.495518,1.394,0.048,1
4485,1.3,25118864315.09582,3.27,0.054,1
4486,1.26,37153522909.71728,7.19,0.169,1
4487,1.11,14125375446.227554,4.326,0.094,1
4488,1.19,7585775750.291851,2.594,0.058,1
4489,0.85,6309573444.801943,1.885,0.046,1
4490,0.78,11220184543.019653,1.564,0.045,1
4491,0.59,10000000000.0,1.513,0.04,1
4492,0.92,10715193052.376049,3.107,0.047,1
4493,1.27,38904514499.42805,1.756,0.05,1
4494,0.6,16218100973.58933,0.963,0.04,0
4495,0.59,6760829753.919819,1.593,0.04,1
4496,1.01,85113803820.2376,1.542,0.048,1
4497,0.41,93325430079.69925,4.028,0.033,1
4498,0.81,6760829753.919819,0.634,0.045,1
4499,0.79,28840315031.266117,2.828,0.045,1
4500,1.24,97723722095.58112,1.401,0.05,1
4501,0.34,14125375446.227554,2.27,0.029,1
4502,1.08,53703179637.02533,5.623,0.117,1
4503,0.57,31622776601.683792,1.92,0.039,1
4504,0.85,29512092266.663902,1.701,0.046,1
4505,0.92,77624711662.86928,1.224,0.047,0
4506,0.6,15135612484.362072,0.923,0.04,0
4507,1.0,10471285480.508986,3.799,0.054,1
4508,0.95,58884365535.55884,1.757,0.047,0
4509,0.29,33113112148.259075,2.116,0.026,1
4510,1.01,8511380382.023759,2.072,0.048,1
4511,0.94,7585775750.291851,0.9,0.047,0
4512,1.1,6309573444.801943,4.662,0.494,1
4513,0.27,11481536214.968842,1.241,0.025,1
4514,1.3,14125375446.227554,4.93,0.473,1
4515,0.48,15135612484.362072,1.111,0.036,1
4516,0.59,7244359600.749891,1.713,0.04,1
4517,0.6,12882495516.931322,3.292,0.05,1
4518,0.87,10471285480.508986,1.76,0.046,1
4519,0.57,15135612484.362072,1.763,0.039,0
4520,1.24,56234132519.034904,2.651,0.121,0
4521,1.27,19952623149.688828,3.111,0.076,0
4522,0.36,23988329190.194946,2.386,0.03,1
4523,0.88,7079457843.841373,2.463,0.046,1
4524,1.08,12589254117.941662,1.467,0.049,1
4525,0.6,9120108393.559114,1.084,0.04,0
4526,0.85,12022644346.174131,1.747,0.046,1
4527,0.5,21877616239.495518,0.806,0.037,0
4528,0.6,22387211385.683376,2.208,0.04,0
4529,1.19,15848931924.611109,1.89,0.05,0
4530,0.6,8511380382.023759,1.806,0.04,0
4531,0.4,23442288153.19918,0.645,0.032,1
4532,0.92,70794578438.41373,2.965,0.047,1
4533,0.5,10964781961.43183,0.953,0.037,1
4534,0.47,34673685045.2531,1.382,0.035,0
4535,0.82,7762471166.286927,0.909,0.045,1
4536,0.92,10964781961.43183,1.318,0.047,1
4537,1.3,26915348039.26914,0.252,0.05,0
4538,0.59,34673685045.2531,3.425,0.04,1
4539,1.15,7585775750.291851,14.493,0.156,1
4540,1.1,8317637711.026709,2.405,0.049,1
4541,1.25,9120108393.559114,0.851,0.07,0
4542,1.29,12022644346.174131,2.03,0.027,1
4543,0.59,16218100973.58933,2.828,0.043,1
4544,0.4,14454397707.45928,1.032,0.032,1
4545,1.11,7413102413.009162,0.688,0.056,1
4546,0.82,17782794100.38923,0.5,0.045,0
4547,0.67,57543993733.71567,1.054,0.042,1
4548,0.95,85113803820.2376,1.472,0.047,0
4549,0.83,38904514499.42805,2.464,0.046,1
4550,1.29,26915348039.26914,5.111,0.8,1
4551,1.04,21877616239.495518,1.019,0.049,1
4552,1.3,26302679918.953815,1.006,0.05,0
4553,0.33,29512092266.663902,0.827,0.029,1
4554,1.16,69183097091.89363,1.486,0.05,1
4555,0.79,9332543007.969925,1.411,0.049,1
4556,1.09,19498445997.580414,0.258,0.057,1
4557,0.86,83176377110.26709,2.354,0.046,0
4558,0.48,33113112148.259075,2.223,0.036,1
4559,0.54,8511380382.023759,2.174,0.038,1
4560,0.93,8511380382.023759,1.558,0.047,1
4561,1.1,11748975549.395304,4.662,0.089,0
4562,0.99,123026877081.23811,2.734,0.048,0
4563,0.6,14791083881.682072,1.726,0.04,0
4564,1.23,158489319246.11108,1.949,0.05,1
4565,0.96,75857757502.91852,0.571,0.048,0
4566,1.29,10715193052.376049,12.464,0.708,1
4567,1.29,38904514499.42805,4.322,0.113,1
4568,0.67,100000000000.0,3.624,0.042,1
4569,1.09,85113803820.2376,2.743,0.049,1
4570,0.59,52480746024.97734,1.474,0.04,0
4571,0.59,13803842646.028866,2.39,0.04,1
4572,1.15,17378008287.493763,1.237,0.049,1
4573,1.3,47863009232.2638,2.414,0.085,1
4574,0.91,18197008586.099827,1.267,0.047,0
4575,0.4,38904514499.42805,3.774,0.051,1
4576,1.12,58884365535.55884,0.837,0.049,0
4577,0.63,16982436524.61746,2.011,0.041,0
4578,0.92,11220184543.019653,1.318,0.047,0
4579,1.09,87096358995.60797,1.861,0.049,0
4580,1.27,31622776601.683792,1.806,0.146,0
4581,1.17,40738027780.41122,3.869,0.05,1
4582,1.22,20892961308.54041,0.998,0.05,1
4583,0.97,7413102413.009162,2.005,0.048,1
4584,0.43,23442288153.19918,1.179,0.034,0
4585,1.25,87096358995.60797,1.753,0.05,1
4586,0.43,6456542290.346562,0.977,0.034,1
4587,0.96,79432823472.42822,2.666,0.048,0
4588,1.13,19952623149.688828,4.636,0.144,1
4589,1.23,12302687708.123812,2.948,0.05,1
4590,0.8,20417379446.695316,1.938,0.045,1
4591,1.06,28183829312.644493,0.877,0.049,0
4592,1.11,61659500186.148094,1.278,0.049,0
4593,0.15,9120108393.559114,1.742,0.016,1
4594,0.36,14125375446.227554,1.238,0.03,1
4595,1.12,28840315031.266117,0.722,0.023,0
4596,0.97,30902954325.13592,1.336,0.048,1
4597,1.12,9772372209.558111,4.037,0.162,1
4598,1.18,39810717055.34969,2.483,0.05,1
4599,0.62,10232929922.807537,0.448,0.041,0
4600,1.08,6606934480.075964,2.005,0.049,1
4601,1.1,6918309709.189363,7.017,0.6,1
4602,0.67,10471285480.508986,0.843,0.042,1
4603,1.14,112201845430.19653,2.223,0.049,1
4604,0.54,21877616239.495518,0.954,0.038,0
4605,0.34,8511380382.023759,2.648,0.029,1
4606,0.65,54954087385.76248,2.122,0.042,1
4607,0.8,16218100973.58933,5.508,0.368,1
4608,0.43,28840315031.266117,0.876,0.034,1
4609,0.5,40738027780.41122,1.942,0.037,1
4610,0.73,77624711662.86928,1.832,0.044,1
4611,1.14,60255958607.435684,0.938,0.049,1
4612,1.29,36307805477.01018,5.076,0.137,1
4613,1.01,51286138399.13659,1.205,0.048,1
4614,1.13,14125375446.227554,1.775,0.055,0
4615,1.14,107151930523.76048,5.729,0.131,0
4616,1.15,11220184543.019653,2.176,0.049,1
4617,0.96,15135612484.362072,4.284,0.048,1
4618,0.82,87096358995.60797,2.818,0.045,1
4619,0.62,35481338923.357605,1.141,0.041,0
4620,0.8,10471285480.508986,1.803,0.045,1
4621,1.11,56234132519.034904,0.885,0.049,0
4622,1.3,7943282347.242822,4.528,0.075,1
4623,1.14,7079457843.841373,2.272,0.161,1
4624,0.46,23442288153.19918,1.015,0.035,1
4625,1.12,12022644346.174131,4.037,0.049,1
4626,1.28,25703957827.68865,2.511,0.05,1
4627,0.45,24547089156.850334,1.003,0.035,1
4628,0.81,16595869074.375631,2.58,0.045,1
4629,1.21,28840315031.266117,0.947,0.05,1
4630,1.14,61659500186.148094,4.692,0.049,1
4631,0.94,6309573444.801943,2.32,0.047,1
4632,1.26,46773514128.71981,1.253,0.051,0
4633,1.25,15848931924.611109,2.454,0.129,1
4634,0.31,16982436524.61746,4.267,0.027,1
4635,1.09,8511380382.023759,10.581,1.564,1
4636,0.97,61659500186.148094,2.912,0.048,1
4637,0.58,30902954325.13592,0.672,0.04,0
4638,1.19,26302679918.953815,1.79,0.112,1
4639,0.91,12302687708.123812,3.285,0.055,1
4640,0.86,6606934480.075964,3.179,0.418,1
4641,0.5,8128305161.640995,10.665,0.125,1
4642,0.48,31622776601.683792,2.259,0.036,1
4643,1.04,9120108393.559114,2.911,0.082,1
4644,1.1,28840315031.266117,0.54,0.049,1
4645,0.44,19952623149.688828,0.751,0.034,0
4646,1.26,42657951880.15934,2.155,0.05,1
4647,0.92,87096358995.60797,5.366,0.047,1
4648,0.81,13803842646.028866,4.391,0.117,1
4649,0.97,21379620895.022324,1.05,0.048,0
4650,1.01,17378008287.493763,1.591,0.048,1
4651,0.71,12882495516.931322,2.718,0.043,1
4652,0.46,11481536214.968842,12.265,0.151,1
4653,1.1,97723722095.58112,4.858,0.099,0
4654,0.44,41686938347.03346,0.649,0.034,1
4655,1.21,13182567385.564047,2.044,0.05,1
4656,1.15,10232929922.807537,3.908,0.282,1
4657,1.29,9120108393.559114,1.558,0.05,1
4658,0.5,77624711662.86928,2.016,0.037,1
4659,1.02,43651583224.016655,0.58,0.048,0
4660,1.25,36307805477.01018,0.901,0.05,0
4661,1.3,58884365535.55884,2.716,0.057,1
4662,1.03,17378008287.493763,0.92,0.048,0
4663,1.01,54954087385.76248,0.723,0.048,0
4664,1.06,6309573444.801943,2.143,0.051,1
4665,0.91,7762471166.286927,1.408,0.047,1
4666,0.86,7413102413.009162,6.046,0.205,1
4667,0.52,7079457843.841373,2.806,0.042,1
4668,0.84,37153522909.71728,2.153,0.046,1
4669,0.58,22908676527.6777,2.252,0.04,1
4670,1.12,14791083881.682072,6.598,0.331,1
4671,1.13,25118864315.09582,2.515,0.049,1
4672,0.63,14791083881.682072,0.78,0.041,0
4673,1.12,131825673855.64047,3.545,0.076,0
4674,1.3,26915348039.26914,1.107,0.05,1
4675,0.6,25703957827.68865,1.485,0.04,0
4676,0.63,7413102413.009162,4.391,0.097,1
4677,0.53,16218100973.58933,1.096,0.038,1
4678,0.56,7943282347.242822,1.359,0.039,1
4679,1.18,7943282347.242822,11.126,0.845,1
4680,0.61,9332543007.969925,0.607,0.04,0
4681,0.63,17782794100.38923,0.944,0.041,1
4682,1.11,17378008287.493763,1.573,0.049,1
4683,0.58,10000000000.0,1.264,0.04,1
4684,1.24,19054607179.632442,0.684,0.024,1
4685,1.03,22387211385.683376,1.598,0.048,1
4686,0.83,91201083935.59116,3.788,0.046,0
4687,0.58,17782794100.38923,1.225,0.04,0
4688,0.76,6918309709.189363,1.505,0.044,1
4689,0.86,34673685045.2531,1.292,0.046,1
4690,0.78,51286138399.13659,2.547,0.045,1
4691,0.84,9120108393.559114,5.268,0.233,1
4692,1.03,20417379446.695316,1.791,0.048,1
4693,1.13,7943282347.242822,7.052,0.427,1
4694,1.03,27542287033.381634,0.533,0.048,0
4695,1.25,36307805477.01018,1.252,0.05,1
4696,0.63,39810717055.34969,1.272,0.041,0
4697,0.5,61659500186.148094,2.089,0.037,0
4698,0.71,38018939632.05613,2.028,0.043,1
4699,0.59,75857757502.91852,1.872,0.04,1
4700,0.62,7943282347.242822,2.2,0.041,1
4701,0.78,38018939632.05613,3.307,0.045,1
4702,0.59,12022644346.174131,1.832,0.04,1
4703,0.53,14454397707.45928,0.831,0.038,0
4704,1.17,19054607179.632442,1.042,0.05,0
4705,0.58,11220184543.019653,1.501,0.04,1
4706,1.29,53703179637.02533,1.357,0.05,1
4707,1.12,33113112148.259075,1.871,0.049,0
4708,0.77,13182567385.564047,1.068,0.044,1
4709,0.45,10715193052.376049,0.761,0.035,1
4710,0.88,47863009232.2638,2.788,0.046,1
4711,0.51,21877616239.495518,0.667,0.037,0
4712,1.11,29512092266.663902,0.885,0.049,0
4713,1.2,17782794100.38923,4.183,0.101,1
4714,0.47,9120108393.559114,9.355,0.369,1
4715,1.23,38018939632.05613,6.896,0.196,1
4716,1.11,6760829753.919819,1.475,0.066,0
4717,0.2,14125375446.227554,0.812,0.02,1
4718,1.16,69183097091.89363,2.724,0.091,1
4719,0.96,33113112148.259075,2.856,0.048,1
4720,1.12,60255958607.435684,2.363,0.049,1
4721,0.6,20892961308.54041,0.602,0.04,0
4722,1.14,8317637711.026709,3.663,0.063,1
4723,1.06,10232929922.807537,9.645,1.125,1
4724,1.25,33884415613.920204,1.302,0.05,1
4725,0.59,181970085860.99826,5.297,0.04,0
4726,0.64,17378008287.493763,0.455,0.041,0
4727,0.56,50118723362.72715,1.554,0.039,0
4728,0.6,31622776601.683792,0.763,0.04,1
4729,0.62,20417379446.695316,2.2,0.041,0
4730,0.77,34673685045.2531,1.023,0.044,0
4731,1.21,45708818961.48752,2.293,0.05,1
4732,0.97,8912509381.33744,13.889,0.166,1
4733,0.8,7079457843.841373,1.172,0.045,1
4734,0.47,22908676527.6777,10.56,0.035,1
4735,0.65,14454397707.45928,2.122,0.042,1
4736,1.13,34673685045.2531,5.573,0.093,0
4737,0.53,13182567385.564047,2.683,0.046,1
4738,1.21,29512092266.663902,1.496,0.05,1
4739,1.29,29512092266.663902,1.256,0.05,1
4740,0.79,16218100973.58933,1.167,0.045,0
4741,0.96,9332543007.969925,0.714,0.048,1
4742,0.5,87096358995.60797,4.801,0.04,1
4743,0.58,43651583224.016655,4.188,0.046,1
4744,1.21,6456542290.346562,3.29,0.149,1
4745,0.8,87096358995.60797,4.102,0.045,1
4746,1.15,7943282347.242822,1.583,0.054,0
4747,1.1,18620871366.628654,3.779,0.049,1
4748,1.09,15848931924.611109,2.498,0.049,1
4749,1.11,21877616239.495518,1.032,0.049,0
4750,1.22,31622776601.683792,2.945,0.05,1
4751,1.02,41686938347.03346,1.546,0.048,1
4752,0.63,16595869074.375631,1.477,0.041,1
4753,0.81,15488166189.124796,1.539,0.045,1
4754,1.09,10000000000.0,2.106,0.049,1
4755,0.6,30902954325.13592,1.365,0.04,1
4756,0.8,13489628825.916561,1.262,0.045,0
4757,0.79,15135612484.362072,1.616,0.045,1
4758,1.15,28840315031.266117,0.281,0.008,0
